Number,Problem Name,Problem Link,Topics,Has Slides,Slides Count,Slides Pages
287,find-the-duplicate-number,https://leetcode.com/problems/find-the-duplicate-number/,"Array, Two Pointers, Binary Search, Bit Manipulation",True,1,10
288,unique-word-abbreviation,https://leetcode.com/problems/unique-word-abbreviation/,"Array, Hash Table, String, Design",False,0,n/a
289,game-of-life,https://leetcode.com/problems/game-of-life/,"Array, Matrix, Simulation",False,0,n/a
290,word-pattern,https://leetcode.com/problems/word-pattern/,"Hash Table, String",False,0,n/a
291,word-pattern-ii,https://leetcode.com/problems/word-pattern-ii/,"Hash Table, String, Backtracking",False,0,n/a
292,nim-game,https://leetcode.com/problems/nim-game/,"Math, Brainteaser, Game Theory",False,0,n/a
293,flip-game,https://leetcode.com/problems/flip-game/,String,False,0,n/a
294,flip-game-ii,https://leetcode.com/problems/flip-game-ii/,"Math, Dynamic Programming, Backtracking, Memoization, Game Theory",False,0,n/a
295,find-median-from-data-stream,https://leetcode.com/problems/find-median-from-data-stream/,"Two Pointers, Design, Sorting, Heap (Priority Queue), Data Stream",False,0,n/a
296,best-meeting-point,https://leetcode.com/problems/best-meeting-point/,"Array, Math, Sorting, Matrix",False,0,n/a
297,serialize-and-deserialize-binary-tree,https://leetcode.com/problems/serialize-and-deserialize-binary-tree/,"String, Tree, Depth-First Search, Breadth-First Search, Design, Binary Tree",True,1,12
298,binary-tree-longest-consecutive-sequence,https://leetcode.com/problems/binary-tree-longest-consecutive-sequence/,"Tree, Depth-First Search, Binary Tree",False,0,n/a
299,bulls-and-cows,https://leetcode.com/problems/bulls-and-cows/,"Hash Table, String, Counting",True,1,10
300,longest-increasing-subsequence,https://leetcode.com/problems/longest-increasing-subsequence/,"Array, Binary Search, Dynamic Programming",True,1,18
